,,FISERV INC,KLA CORP,NINTENDO CO LTD,LAM RESEARCH CORP,TRIP COM GROUP LTD,SALESFORCE.COM INC,NETEASE INC,CERNER CORP,SKYWORKS SOLUTIONS INC,INTERCONTINENTAL EXCHANGE,MICROSTRATEGY INC,XILINX INC,ADVANCED MICRO DEVICES,ANSYS INC,MICRON TECHNOLOGY INC,LIVEPERSON INC,MERCADOLIBRE INC,ONTO INNOVATION INC,ASML HOLDING NV,NVIDIA CORP,BOOKING HOLDINGS INC,ALPHABET INC,ANALOG DEVICES,ADVANCED ENERGY INDS INC,BAIDU INC,EBAY INC,APPLE INC,CADENCE DESIGN SYSTEMS INC,ACTIVISION BLIZZARD INC,AMAZON.COM INC,TAIWAN SEMICONDUCTOR MFG CO,MARVELL TECHNOLOGY INC,CISCO SYSTEMS INC,8X8 INC,INTEL CORP,EXACT SCIENCES CORP,MICROSOFT CORP,ORACLE CORP,IDEXX LABS INC,PAYCHEX INC,AUTODESK INC,AUTOMATIC DATA PROCESSING,MAXIM INTEGRATED PRODUCTS,MICROCHIP TECHNOLOGY INC,DIODES INC,QUALCOMM INC,INTUIT INC,TEXAS INSTRUMENTS INC,POWER INTEGRATIONS INC,CHECK POINT SOFTWARE TECHN,ADOBE INC,APPLIED MATERIALS INC,SYNOPSYS INC,NETFLIX INC,FORMFACTOR INC,ELECTRONIC ARTS INC,MATCH GROUP INC,BROADCOM INC,IRIDIUM COMMUNICATIONS INC,SPS COMMERCE INC,TESLA INC,NXP SEMICONDUCTORS NV,PACIFIC BIOSCIENCES OF CALIF,PROTO LABS INC,FACEBOOK INC,SPLUNK INC,IOVANCE BIOTHERAPEUTICS INC,WORKDAY INC,FATE THERAPEUTICS INC,2U INC,TWITTER INC,JD.COM INC,ALIBABA GROUP HLDG,SQUARE INC,PURE STORAGE INC,ATLASSIAN CORP PLC,PAYPAL HOLDINGS INC,SHOPIFY INC,TELADOC HEALTH INC,INVITAE CORP,ALARM.COM HOLDINGS INC,ZILLOW GROUP INC,INTELLIA THERAPEUTICS INC,TWILIO INC,CRISPR THERAPEUTICS AG,OKTA INC,SPOTIFY TECHNOLOGY SA,DOCUSIGN INC,ROKU INC,SEA LTD - ADR,NIO INC -ADR,GUARDANT HEALTH INC,TWIST BIOSCIENCE CORP,BIONANO GENOMICS INC,UBER TECHNOLOGIES INC,ZOOM VIDEO COMUNICATIONS INC,PINDUODUO INC -ADR,PAGERDUTY INC,10X GENOMICS INC,PELOTON INTERACTIVE INC,4D MOLECULAR THER INC,VIR BIOTECHNOLOGY INC,BEAM THERAPEUTICS INC,ONECONNECT FIN TECH -ADS,RELAY THERAPEUTICS INC,KE HOLDINGS INC -ADR,UNITY SOFTWARE INC,PALANTIR TECHNOLOG INC,SEER INC,DOORDASH INC,ABCELLERA BIOLOGICS INC,OPENDOOR TECHNOLOGIES INC,QUALTRICS INTERNATION,SANA BIOTCHNOLOGY INC,VIEW INC,ROBLOX CORP,COINBASE GLOBAL INC
MICROCHIP TECHNOLOGY INC,MCHP,0.012147026,0.011113839,0.012439676,0.012886501,0.01380297,0.014347378,0.013935961,0.008805672,0.009624462,0.00992788,0.012299901,0.014142011,0.011542537,0.0127153285,0.009809293,0.010998306,0.0081644505,0.0067269327,0.012176844,0.014854841,0.014364855,0.011485714,0.011646915,0.006534889,0.010275223,0.01327771,0.014897167,0.011919671,0.015794536,0.012352448,0.011361676,0.01182004,0.009154087,0.007427323,0.010975047,0.010533823,0.014357998,0.01588889,0.011464753,0.00951755,0.010503588,0.010521921,0.007921029,0.009042463,0.0065743187,0.0072723515,0.013504279,0.011013148,0.012185989,0.012809065,0.01256801,0.008220516,0.013083898,0.016269231,0.0093885455,0.011609963,0.016497713,0.015448518,0.011935518,0.008396206,0.0099869585,0.008191117,0.011805347,0.0076868376,0.012756648,0.010584484,0.006939037,0.0111091975,0.0072286967,0.010405904,0.013828555,0.014635537,0.0102106,0.01281275,0.009194402,0.01015239,0.01651313,0.009863695,0.013010043,0.016198823,0.0120995715,0.010978453,0.012068665,0.008210618,0.009679098,0.014151095,0.010133931,0.010029767,0.009491492,0.012992082,0.013400179,0.011720263,0.010682958,0.018119672,0.014817735,0.016201613,0.010048903,0.009333118,0.016661566,0.013111574,0.012761905,0.014066039,0.011925764,0.016402874,0.016460488,0.0133975595,0.017105848,0.014665058,0.0141172195,0.015337664,0.015118258,0.012926591,0.016056525,0.0120543875,0.012862178,0.0126330545,0.013486786
DIODES INC,DIOD,0.016253887,0.014867047,0.016197031,0.016485868,0.017514985,0.01802768,0.017987587,0.012633439,0.013396717,0.013642749,0.016640713,0.017669395,0.015237157,0.016042542,0.013498795,0.014770184,0.0123530775,0.0105017815,0.016096959,0.018284785,0.01786259,0.015366604,0.014528251,0.010583697,0.014494495,0.016652398,0.018478025,0.015683712,0.019272208,0.016455716,0.015279017,0.015677415,0.012597927,0.011569906,0.014457352,0.014228329,0.017572034,0.019244047,0.015482877,0.013157043,0.014416416,0.01421711,0.01187642,0.012901744,0.010362823,0.011521045,0.01685533,0.01425973,0.015907848,0.016643228,0.01618209,0.012005105,0.01667089,0.019482229,0.013183711,0.0152281355,0.01939819,0.018767,0.015532083,0.012405379,0.01414398,0.012244068,0.01594284,0.011699161,0.016685793,0.014340572,0.010963494,0.0151960375,0.011556382,0.014401381,0.01756347,0.018766299,0.014201572,0.016775135,0.013161623,0.01436935,0.019915033,0.013776651,0.01669501,0.020202879,0.016054308,0.014539872,0.016598532,0.012135839,0.013662161,0.018021679,0.014255721,0.013954407,0.013229002,0.016790297,0.017690785,0.015895458,0.0154499365,0.021945061,0.019080915,0.020703513,0.014546884,0.013743887,0.020686124,0.017494338,0.017054249,0.018762423,0.016396347,0.020809233,0.021143595,0.017758718,0.021864986,0.01946372,0.01847377,0.019531665,0.019450778,0.016960481,0.020518433,0.016012644,0.016869362,0.016696643,0.017347349
QUALCOMM INC,QCOM,0.013691021,0.012510283,0.013734094,0.014056832,0.0149767855,0.015506385,0.01537701,0.0103469165,0.011043872,0.011275986,0.013962084,0.015146927,0.012843138,0.013670371,0.0111215245,0.012342638,0.0099658305,0.008265155,0.01362893,0.015791943,0.015433887,0.012953381,0.012201495,0.008332278,0.011992778,0.014263495,0.015925413,0.013231851,0.016743718,0.013970562,0.012805979,0.01317214,0.0102927685,0.009158889,0.012121045,0.011809752,0.01514419,0.016713575,0.01301149,0.010876419,0.0119523415,0.011837452,0.0095394,0.010537759,0.008108984,0.009136809,0.014482956,0.011968791,0.013435268,0.014074844,0.013751617,0.009750779,0.014231027,0.016995102,0.0108197145,0.012836928,0.016948218,0.016294796,0.012978586,0.010059105,0.011677785,0.009832501,0.013340093,0.0093523925,0.014192892,0.011862712,0.00860176,0.012640457,0.009072617,0.011914765,0.014972597,0.016210426,0.011746126,0.014227914,0.010717054,0.011842472,0.017360093,0.01139059,0.014210173,0.017412104,0.013488915,0.012147097,0.013875433,0.009752246,0.011216403,0.015414032,0.0117837945,0.011497041,0.010847961,0.014280172,0.014976416,0.013310772,0.01278234,0.019119482,0.016450783,0.017972669,0.011985661,0.011247032,0.018008508,0.014917269,0.014416635,0.01599469,0.013776898,0.018005086,0.01829431,0.015141799,0.019004455,0.01668146,0.015786685,0.016861577,0.016737498,0.014427569,0.017781638,0.013505493,0.0143263675,0.01415678,0.014819407
INTUIT INC,INTU,0.017890915,0.016494423,0.01801448,0.018289328,0.019265397,0.019738622,0.019722996,0.013987126,0.015095602,0.015160537,0.018194847,0.019278724,0.016950808,0.01779368,0.015465572,0.016552828,0.013977894,0.0123129925,0.017674917,0.02031704,0.019553557,0.016795456,0.016611619,0.0122334575,0.016376792,0.018297391,0.020135595,0.017204573,0.021156907,0.017820412,0.017012335,0.017318787,0.014351645,0.013325306,0.016195413,0.016124664,0.019261159,0.020862356,0.017083164,0.0144973,0.016115583,0.015735382,0.01344086,0.014713187,0.011998181,0.013025299,0.018350765,0.015959892,0.017559838,0.018037722,0.01768633,0.013656244,0.018262904,0.0212999,0.014947987,0.017007558,0.021392448,0.020348275,0.017532747,0.013862259,0.016120277,0.0139626665,0.01767835,0.013499709,0.018160032,0.016549915,0.012653474,0.016713267,0.013306303,0.01658218,0.019418389,0.020380184,0.015877128,0.018498167,0.015132845,0.015721992,0.021698352,0.015515154,0.018660085,0.022074956,0.0177918,0.016656414,0.018328916,0.014109726,0.015474205,0.019872027,0.016060641,0.016028058,0.015245508,0.018285207,0.019771805,0.017528882,0.016875744,0.024082687,0.02061623,0.02207291,0.016247988,0.015167691,0.021953046,0.018632712,0.018475132,0.02034712,0.017805208,0.022120126,0.022553025,0.01901519,0.023174435,0.020964952,0.019842735,0.020996507,0.02084875,0.018600129,0.021792239,0.017515996,0.018436216,0.018141398,0.018878406
TEXAS INSTRUMENTS INC,TXN,0.015322331,0.013933052,0.01549793,0.01584492,0.016819764,0.017320452,0.017209185,0.011418806,0.012478365,0.012616327,0.015635047,0.016987506,0.01444126,0.015409562,0.012812815,0.013959478,0.011166411,0.0095438985,0.015145901,0.017928137,0.017222133,0.014284105,0.0142393755,0.009416024,0.013570577,0.015978305,0.017840762,0.014748836,0.018819604,0.01531228,0.0144282635,0.014821819,0.011834641,0.010540426,0.013679202,0.013501819,0.016987452,0.018658103,0.01450622,0.012015739,0.013516657,0.013242885,0.010779387,0.0119763175,0.0092937555,0.010232361,0.016065836,0.013552405,0.015103609,0.01570357,0.015292659,0.010993135,0.01585891,0.019071817,0.012298889,0.014505691,0.019223165,0.01813529,0.015024243,0.0112107145,0.013284961,0.01122546,0.015095035,0.010699268,0.015688917,0.013844061,0.009877471,0.014134458,0.010402885,0.013797369,0.016957942,0.017853113,0.013230756,0.01594738,0.012336858,0.013119696,0.019460404,0.012816186,0.016113965,0.01969681,0.015289666,0.013999253,0.015619035,0.011280102,0.012747533,0.017317466,0.013327066,0.013251205,0.012518594,0.015840698,0.017083747,0.014912359,0.014102328,0.021776967,0.01812252,0.01962651,0.013448647,0.01246027,0.019671556,0.016132154,0.01598359,0.017706601,0.015175949,0.01976404,0.02011419,0.01656313,0.020793382,0.01838582,0.017383663,0.01860493,0.018416626,0.01606708,0.019467749,0.015029663,0.015942521,0.015666002,0.01647447
POWER INTEGRATIONS INC,POWI,0.016446155,0.015318805,0.016596429,0.01689882,0.017844567,0.018386707,0.018214084,0.01303537,0.013869672,0.014091655,0.016776465,0.017984394,0.015660565,0.016543167,0.0140314335,0.015226282,0.0128182545,0.011054109,0.016464397,0.0187169,0.018182853,0.015701974,0.015292356,0.011078652,0.014862229,0.017043859,0.018775802,0.016033115,0.019609274,0.016688883,0.015689246,0.015972892,0.01312301,0.011974067,0.014996493,0.014718187,0.018079393,0.019575762,0.015789684,0.013614847,0.014831038,0.014633745,0.012275283,0.013431179,0.010888492,0.011926912,0.017285801,0.0148406485,0.016254818,0.016818548,0.01656407,0.012507369,0.017097201,0.01990181,0.013669103,0.015634574,0.019934623,0.01912758,0.016023608,0.012770971,0.0146041075,0.01271877,0.016162347,0.0121688135,0.016962828,0.014866297,0.01136808,0.01549979,0.011950018,0.014829192,0.017896129,0.01898626,0.014575378,0.017102066,0.013683245,0.014634952,0.020263245,0.014258091,0.017105455,0.020309776,0.016308377,0.015145501,0.016706679,0.012699579,0.014045716,0.01840578,0.0146009065,0.014513492,0.0137875145,0.017125983,0.017899059,0.016166896,0.0155442,0.022028076,0.01911442,0.020625189,0.014828918,0.013977771,0.020750547,0.01757127,0.0170382,0.018655568,0.016436057,0.02067104,0.020825364,0.017708369,0.021467868,0.019224986,0.018373186,0.019464463,0.019355293,0.017111205,0.020265302,0.01617619,0.01701209,0.016782133,0.01748926
CHECK POINT SOFTWARE TECHN,CHKP,0.013956699,0.013053562,0.014048277,0.014317357,0.015238098,0.015741235,0.015503219,0.011090181,0.0116767,0.011923528,0.014134747,0.015276602,0.013214632,0.014017589,0.0117221065,0.012832754,0.010825664,0.009137513,0.014021621,0.015859753,0.015551051,0.013433998,0.0126913935,0.009272875,0.012585487,0.01447942,0.015951104,0.013603576,0.016708246,0.01431059,0.013264458,0.0134936385,0.010909453,0.009867438,0.012705994,0.012376215,0.015370728,0.016746832,0.013407677,0.011588999,0.012417244,0.01239645,0.0102351215,0.0112997,0.008984042,0.0099735875,0.014781308,0.012511854,0.013707026,0.0142818,0.014109075,0.010506156,0.01456009,0.016983973,0.011410135,0.013188018,0.016930183,0.01642207,0.01331586,0.010778789,0.01227729,0.010531096,0.01358501,0.010167394,0.014534156,0.012337827,0.0094016725,0.013137994,0.00990562,0.012391647,0.015145624,0.016374944,0.012292969,0.014525888,0.011420241,0.012411718,0.017278913,0.012046647,0.014464881,0.017180955,0.0136856,0.012681445,0.014093271,0.01056735,0.0117903175,0.015736701,0.012275327,0.01209269,0.011479217,0.014578075,0.015032022,0.013696839,0.013187851,0.018620418,0.016429111,0.01780153,0.012494547,0.011861686,0.017920941,0.015139687,0.014543976,0.015992282,0.014030909,0.017749477,0.017934132,0.015201926,0.018540815,0.016495943,0.015762849,0.016724192,0.016641775,0.014611819,0.017427161,0.0137707405,0.014526191,0.014347847,0.0149387205
ADOBE INC,ADBE,0.016200213,0.014990649,0.016411548,0.016738692,0.017706184,0.018214641,0.018031856,0.012530907,0.013537935,0.013676298,0.016422665,0.017775135,0.015391618,0.016353149,0.013849106,0.014963249,0.012351692,0.010723849,0.016111342,0.018740922,0.018063227,0.015292883,0.015200768,0.010635622,0.014638423,0.016849374,0.018597946,0.015676208,0.019601142,0.01625199,0.015395957,0.015710294,0.01285008,0.011599035,0.0147314165,0.014528592,0.017868338,0.019429348,0.015461765,0.013103742,0.014483092,0.014246839,0.011839414,0.013119169,0.010442568,0.011375481,0.016982907,0.014564419,0.015983492,0.016486045,0.016224986,0.012124296,0.016793253,0.019856486,0.013346173,0.01544311,0.019990116,0.01896274,0.015883874,0.012300088,0.014373952,0.012289186,0.015933497,0.011842381,0.0166197,0.014819551,0.010991124,0.015092231,0.011543455,0.014797327,0.017785309,0.01875475,0.014241767,0.016858367,0.013441035,0.014112671,0.020192457,0.013922109,0.017032253,0.020294491,0.016089486,0.015049212,0.01645992,0.01243816,0.013798384,0.018254982,0.01434048,0.014316802,0.013598806,0.016761173,0.017869735,0.015842462,0.01505073,0.02225783,0.018910656,0.020338928,0.014452835,0.013485011,0.02040347,0.017030066,0.016763486,0.018470833,0.016062362,0.020379309,0.020687453,0.017338173,0.021308348,0.019053532,0.018116603,0.01929907,0.019124974,0.016939268,0.02003065,0.01590762,0.016800202,0.016512608,0.017290508
APPLIED MATERIALS INC,AMAT,0.017600238,0.01648125,0.017738609,0.01809489,0.01915294,0.01970628,0.019372476,0.014092537,0.014920873,0.015202482,0.017746568,0.01924292,0.016789794,0.017840773,0.015101004,0.016360657,0.013778699,0.012056562,0.017575601,0.020039463,0.019526212,0.016863316,0.016522896,0.012002387,0.015961535,0.01833853,0.020030117,0.017170923,0.02101679,0.017796967,0.016730497,0.017107986,0.014229723,0.01286215,0.016196238,0.015880544,0.019415269,0.020978317,0.0168848,0.01469651,0.01585142,0.015736217,0.01320633,0.014505788,0.011819439,0.012784167,0.018585443,0.016032767,0.017403016,0.017957782,0.017775293,0.01351914,0.018325815,0.021344475,0.014706174,0.016820285,0.021411324,0.020538945,0.017125202,0.013775553,0.01564951,0.013580336,0.017234957,0.013151311,0.018146869,0.015972828,0.012351406,0.016551781,0.012889701,0.015958536,0.019152574,0.020227639,0.015622504,0.018264016,0.0147386165,0.01562874,0.021633482,0.015358336,0.018393246,0.021544777,0.017352225,0.016347663,0.017752966,0.013733716,0.015185941,0.019691268,0.015669873,0.015553973,0.014893654,0.018345375,0.019026658,0.017243087,0.016482472,0.023397919,0.020385098,0.021834724,0.015746046,0.014888699,0.02204314,0.01869346,0.018201862,0.019843863,0.017554026,0.02188184,0.022100782,0.018850923,0.022707585,0.020384945,0.019611634,0.020769488,0.020619953,0.018390782,0.021453544,0.01740213,0.018272415,0.018022895,0.018792253
SYNOPSYS INC,SNPS,0.016266517,0.015147468,0.016538696,0.016900279,0.017855696,0.018387336,0.017996578,0.012790574,0.013752241,0.014019079,0.016442224,0.018146258,0.015622628,0.01673335,0.0140310265,0.01518944,0.012405243,0.010948026,0.016221613,0.018925032,0.018284762,0.015499129,0.015835209,0.010693252,0.014618168,0.01720061,0.018835194,0.015977975,0.019799221,0.016373254,0.015490727,0.015853956,0.013302985,0.01173046,0.01510329,0.01478174,0.018382525,0.01981004,0.015568325,0.013513667,0.014707008,0.014596226,0.012053999,0.013304793,0.010767085,0.011510058,0.017430177,0.015057356,0.016241908,0.016727446,0.016553333,0.012298504,0.017103445,0.020237718,0.013562145,0.015686492,0.020503104,0.019298727,0.016229993,0.012493508,0.014350349,0.012459536,0.015969321,0.011983411,0.016756268,0.014973705,0.011183246,0.015302341,0.011639164,0.014762782,0.01799709,0.018628713,0.0144106,0.016977632,0.013573835,0.01426108,0.020492032,0.01410172,0.017180962,0.020306919,0.016221797,0.015279616,0.016323978,0.012610915,0.013933243,0.018383427,0.01435818,0.014399254,0.013822293,0.017032508,0.017727789,0.015882507,0.014915924,0.02221473,0.018809607,0.020081716,0.014282941,0.013426086,0.020546671,0.017045882,0.016726768,0.018172663,0.016006231,0.020361196,0.020361759,0.017280957,0.020906202,0.018643323,0.018053437,0.019237656,0.019081809,0.016948894,0.019816611,0.016050912,0.016875789,0.016603952,0.017427992
NETFLIX INC,NFLX,0.016589157,0.015429943,0.01683538,0.017168317,0.01810175,0.018654568,0.018413862,0.013018681,0.013987313,0.014204768,0.016903037,0.018332655,0.015880981,0.016866798,0.0142433485,0.0154359685,0.012772414,0.011110474,0.01658976,0.019147815,0.018489731,0.01578092,0.01580925,0.010994296,0.014948932,0.017350845,0.019109799,0.016224487,0.020017158,0.016757673,0.015842086,0.01614265,0.013367524,0.012028665,0.015230032,0.014956515,0.018493103,0.019977646,0.015908265,0.013687091,0.015005175,0.0147870295,0.012303455,0.013526985,0.010932214,0.011858459,0.017577972,0.015128237,0.016491223,0.01699587,0.016772125,0.0125420615,0.017346112,0.020381372,0.013813325,0.015880479,0.020548483,0.019470157,0.016424172,0.012758379,0.01471076,0.012791749,0.01633744,0.0122149745,0.017083604,0.015187501,0.011386915,0.015610674,0.011934163,0.01504917,0.018234812,0.01910645,0.014686371,0.017307319,0.013830277,0.01463596,0.020721333,0.0143677695,0.017414656,0.020707235,0.016549397,0.015450289,0.016792582,0.012827209,0.014160199,0.018676488,0.01469524,0.014713319,0.014011418,0.017317083,0.018168261,0.016267795,0.015460256,0.022578418,0.019246321,0.020690113,0.014814916,0.013888593,0.020945426,0.017542731,0.017102078,0.018697713,0.016430922,0.020835849,0.020911667,0.017726066,0.021531757,0.019243803,0.018450009,0.019625667,0.019479318,0.017249845,0.020365212,0.016298309,0.017153699,0.016885482,0.01767751
FORMFACTOR INC,FORM,0.018640913,0.01756655,0.018746614,0.019082878,0.020119973,0.020712042,0.020302193,0.015348849,0.016061373,0.016466994,0.018874623,0.02040816,0.017913625,0.018956663,0.016129894,0.017486695,0.014938872,0.013196029,0.018681677,0.020926617,0.020510452,0.01805135,0.017721085,0.013116831,0.016946541,0.019439602,0.021083368,0.018400967,0.021930002,0.018990414,0.017797552,0.018168889,0.01546763,0.014042126,0.017370643,0.016966512,0.020639684,0.022076868,0.017992757,0.016049933,0.01705667,0.016996266,0.014436452,0.015625404,0.013107393,0.014070428,0.019818917,0.017266978,0.01854839,0.019120881,0.018979095,0.014650728,0.019501029,0.022375183,0.015857445,0.017888183,0.022443492,0.021591092,0.018265372,0.01500666,0.016637685,0.014810647,0.018261716,0.01427401,0.019257806,0.016939532,0.013531214,0.01779236,0.014074671,0.016799273,0.020180464,0.021119984,0.01677345,0.019334175,0.015812721,0.016896546,0.022658361,0.016506437,0.019340793,0.02243221,0.01842591,0.017351987,0.018723587,0.01483919,0.016251162,0.0206941,0.016687717,0.016573327,0.015973514,0.019555995,0.019857515,0.018322283,0.0176272,0.02408633,0.021302113,0.022721946,0.016758325,0.01601112,0.023186397,0.019900963,0.019190328,0.020668574,0.018622078,0.022946516,0.022872012,0.01989505,0.023448834,0.021136345,0.020582082,0.021671994,0.021597464,0.01931851,0.022334132,0.018467955,0.019267092,0.019066978,0.01980242
ELECTRONIC ARTS INC,EA,0.016484851,0.015301219,0.016596166,0.016869087,0.017804148,0.01834448,0.018278208,0.013006714,0.013855145,0.0140356375,0.01688529,0.01789832,0.015634041,0.016422858,0.014016477,0.015204701,0.012883727,0.011031829,0.01648769,0.01865516,0.018109083,0.015681937,0.015097294,0.01112869,0.01493106,0.016936645,0.018727373,0.015996523,0.019533368,0.016727248,0.015725026,0.015973551,0.013015085,0.012034615,0.014902103,0.014671541,0.017923292,0.01945099,0.015825216,0.013541234,0.014843591,0.01458123,0.012290148,0.013423465,0.010858195,0.011999865,0.017157365,0.014699412,0.016222024,0.01679622,0.0164955,0.012502222,0.01703223,0.01976504,0.013663177,0.015585344,0.019736798,0.019005215,0.015977964,0.012779248,0.014679527,0.012776118,0.016225621,0.012195199,0.016964732,0.014859639,0.011375415,0.015518723,0.012017116,0.014876946,0.017860359,0.019065134,0.014594832,0.017118324,0.013701244,0.014684876,0.020176321,0.014254676,0.017067458,0.020360492,0.016347015,0.015087245,0.016842995,0.012705232,0.014044363,0.018393207,0.014659947,0.014546991,0.013760236,0.017085554,0.018009195,0.016224047,0.015714305,0.022053577,0.019191561,0.020776022,0.014992657,0.014102448,0.02075908,0.017655341,0.017112281,0.018823279,0.016535852,0.020760637,0.020989578,0.017801397,0.021668961,0.01943701,0.018451337,0.019521968,0.019427523,0.017131684,0.020411434,0.016165353,0.017019153,0.016793814,0.01746354
MATCH GROUP INC,MTCH,0.017880287,0.016622253,0.018104227,0.018428514,0.019395744,0.019980252,0.019696109,0.014205993,0.015194473,0.015490206,0.018276291,0.019788882,0.017166829,0.018188773,0.015434752,0.016716015,0.013902763,0.012203556,0.017858349,0.020466818,0.01979821,0.017053904,0.01721518,0.012021582,0.016128449,0.018683784,0.020504573,0.017591301,0.02136851,0.018083792,0.017090986,0.017413953,0.014662316,0.013229549,0.016518675,0.016214779,0.019959811,0.021435374,0.017181307,0.014979685,0.016328244,0.016113948,0.01350587,0.014706449,0.012112437,0.01305357,0.018978886,0.016451195,0.017832477,0.01837781,0.018126143,0.013654893,0.018705191,0.021821663,0.015030185,0.017148906,0.022027675,0.020848447,0.017848127,0.013950005,0.015869783,0.0140302945,0.017634256,0.013361962,0.01838074,0.016433937,0.012534459,0.016974378,0.013113612,0.016189264,0.019619424,0.020330233,0.015953204,0.018631887,0.015027576,0.015937038,0.022182278,0.015585729,0.01868103,0.022152433,0.017899262,0.016673023,0.018068291,0.013999228,0.015350002,0.0200192,0.015871786,0.015909448,0.015225142,0.018688466,0.019451044,0.017544024,0.016724423,0.024017764,0.020532759,0.021986827,0.015976176,0.015056692,0.022420952,0.018868046,0.018377021,0.019941015,0.017691674,0.022315893,0.02222115,0.019020632,0.0228397,0.020463701,0.019760465,0.020945504,0.020843776,0.018473983,0.021702064,0.017571297,0.018424675,0.018168645,0.018977538
BROADCOM INC,AVGO,0.019070582,0.018175276,0.01940204,0.019765075,0.02080252,0.021339303,0.020759817,0.015772078,0.016718948,0.017008932,0.019030346,0.020901484,0.018497553,0.019721363,0.017024964,0.01816316,0.015492669,0.014040199,0.019107716,0.021800684,0.02113861,0.018438682,0.018860895,0.013771878,0.01766813,0.020061806,0.021558814,0.018814126,0.022665245,0.019177062,0.018361073,0.018672084,0.0162546,0.014615748,0.018158432,0.017821303,0.021311717,0.022640005,0.018420773,0.016478183,0.017556073,0.017502317,0.014921183,0.016419658,0.013757988,0.01444779,0.020338228,0.018047111,0.019044416,0.019386012,0.019442327,0.015311606,0.020022416,0.023119237,0.016516954,0.018582962,0.023407368,0.022194196,0.019061621,0.015437807,0.017404579,0.015331719,0.018708,0.015024136,0.01962686,0.01796704,0.014185751,0.018155502,0.014684602,0.017789014,0.020853693,0.021510972,0.017319541,0.019852951,0.016668893,0.017102797,0.02326566,0.017175246,0.02016767,0.022879107,0.01887579,0.018402066,0.019062614,0.015749753,0.016976591,0.021410637,0.017300548,0.01745318,0.016904965,0.01992718,0.020489862,0.018735237,0.017673811,0.024752568,0.021543184,0.022676317,0.017131427,0.016245931,0.023204634,0.019786531,0.019381994,0.020856047,0.018764826,0.022827504,0.022821665,0.019878365,0.02324507,0.021155179,0.02068028,0.021862077,0.021694738,0.019809289,0.022165019,0.01886969,0.019700702,0.019377239,0.020220032
IRIDIUM COMMUNICATIONS INC,IRDM,0.014008406,0.013038671,0.014133917,0.014441948,0.015325069,0.01597059,0.015370729,0.011371134,0.011813042,0.012497803,0.014472228,0.016274346,0.013574971,0.014614476,0.01165204,0.013097849,0.010518317,0.008950002,0.014178938,0.016022792,0.015863666,0.013760186,0.013853908,0.008739909,0.012082105,0.015116731,0.016581787,0.01433181,0.016976938,0.014704977,0.0133134285,0.013666711,0.01161995,0.0098824045,0.013220552,0.012547973,0.016575733,0.017697876,0.013553988,0.012403738,0.01288617,0.013112968,0.010462066,0.011210329,0.009302574,0.0100774495,0.01580132,0.013370563,0.014260445,0.014999415,0.01482537,0.010381497,0.015226571,0.017818097,0.011566545,0.013453712,0.01801861,0.017107207,0.014103302,0.0109256245,0.011739252,0.010763382,0.013620643,0.009965693,0.014787432,0.012225758,0.009326894,0.013688559,0.009697343,0.011672356,0.015560525,0.01594354,0.012489042,0.014723537,0.0112235155,0.012803492,0.018084688,0.012075201,0.014419514,0.01746909,0.014073706,0.012624082,0.0137520395,0.010374401,0.011594514,0.01584988,0.011925754,0.011814914,0.011469379,0.015227473,0.014567067,0.013696506,0.012979888,0.018655777,0.01619498,0.017456945,0.011918369,0.011594749,0.018690782,0.0154277105,0.0144655695,0.0152856875,0.01388408,0.01827157,0.017415697,0.015241376,0.017988905,0.01563386,0.015711641,0.016657395,0.016738258,0.014336877,0.017344536,0.0139206005,0.014515676,0.014451913,0.015119352
SPS COMMERCE INC,SPSC,0.015921693,0.014732667,0.015951496,0.01625188,0.01725621,0.017773619,0.017625611,0.012502525,0.013246173,0.013465877,0.01615178,0.017304547,0.015009891,0.015860131,0.013366583,0.014573078,0.012243226,0.010473385,0.015841177,0.018028483,0.01761253,0.015147932,0.014389212,0.010554196,0.014331928,0.01640909,0.01809547,0.015393874,0.01897506,0.016142882,0.015034797,0.015373856,0.012442185,0.011359076,0.0143355075,0.014073692,0.017313978,0.018901102,0.0152158635,0.013003599,0.014140586,0.013999647,0.011686145,0.012815767,0.010260551,0.011335675,0.016621051,0.014119936,0.015597912,0.016220976,0.015921747,0.011929753,0.016420774,0.019192342,0.013014424,0.015018713,0.019136501,0.018493602,0.015206617,0.012235385,0.014000479,0.012022977,0.015566392,0.011604062,0.016405396,0.014158541,0.010819858,0.0148720415,0.011376046,0.014249325,0.017230406,0.01848615,0.013971084,0.016478509,0.013032102,0.0140496055,0.019550117,0.013647666,0.016482111,0.019654248,0.015658446,0.014444776,0.016171055,0.012060157,0.013494403,0.01776413,0.014046132,0.0138047,0.013117002,0.016480852,0.017288376,0.015571628,0.015042051,0.021377247,0.018685777,0.02019825,0.014262516,0.013468427,0.020193132,0.017091673,0.016622603,0.018299375,0.016010175,0.020182522,0.020532485,0.017301943,0.021202488,0.018929489,0.017996717,0.019067189,0.018953104,0.016671993,0.019905902,0.015702428,0.016552292,0.01635291,0.017012753
